id,name,armor_type,gender,hunter_type,hunter_rank,village_rank,rarity,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,num_slots,skill_1,skill_1_points,skill_2,skill_2_points,skill_3,skill_3_points,skill_4,skill_4_points,skill_5,skill_5_points,price,a_recipe_item_1,a_recipe_item_1_qty,a_recipe_item_2,a_recipe_item_2_qty,a_recipe_item_3,a_recipe_item_3_qty,a_recipe_item_4,a_recipe_item_4_qty,b_recipe_item_1,b_recipe_item_1_qty,b_recipe_item_2,b_recipe_item_2_qty
11,Battle Vest,CHEST,Male/Female,Gunner,1,2,2,10,56,4,0,0,0,2,0,Reload,3,Attack,2,Precision,2,Hunger,-2,,,750,Kelbi Hide,2,Velociprey Scale,1,Huskberry,20,Sm Bone Husk,5,,,,
12,Velociprey Mail,CHEST,Male/Female,Blademaster,1,2,2,20,106,1,1,1,0,-1,0,Faint,3,SwdShrpner,2,Paralysis,-2,MixSucRate,2,,,1150,Velociprey Hide,2,Velociprey Scale,3,Iron Ore,5,Bullfango Pelt,1,,,,
13,Velociprey Vest,CHEST,Male/Female,Gunner,1,2,2,10,56,3,3,3,1,0,0,Faint,3,PelletSAdd,2,Paralysis,-2,Shot Mix,2,,,1150,Velociprey Hide,2,Velociprey Scale,3,Iron Ore,5,Bullfango Pelt,1,,,,
14,Vespoid Mail,CHEST,Male/Female,Blademaster,1,1,3,20,106,-6,-5,2,-4,2,0,Paralysis,3,Everlastng,2,MixSucRate,2,Poison,-2,,,1150,Vespoid Wing,5,Machalite Ore,1,Carpenterbug,3,,,,,,
15,Vespoid Vest,CHEST,Male/Female,Gunner,1,1,3,10,56,-5,-4,5,-3,2,0,Paralysis,3,Everlastng,2,MixSucRate,2,Poison,-2,,,1150,Vespoid Shell,6,Machalite Ore,1,Carpenterbug,3,,,,,,
16,Hi-Metal Mail,CHEST,Male/Female,Blademaster,1,2,3,20,106,-2,-2,3,-1,0,1,Health,3,Gunnery,2,Whim,1,Stamina,-1,,,1150,Machalite Ore,3,Iron Ore,3,Velociprey Hide,2,,,Plus Class Tcket,1,Iron Ore,1
17,Hi-Metal Vest,CHEST,Male/Female,Gunner,1,2,3,10,56,0,0,5,0,0,1,Health,3,Gunnery,2,Crag S Add,1,Stamina,-1,,,1150,Machalite Ore,3,Iron Ore,3,Velociprey Hide,2,,,Plus Class Tcket,1,Iron Ore,1
18,Hornet Mail,CHEST,Male/Female,Blademaster,1,2,3,22,106,-6,-1,-5,-5,2,1,Dragon Res,2,HearProtct,3,Protection,-2,,,,,1350,Hornetaur Wing,2,Hornetaur Shell,4,Disk Stone,3,Killer Beetle,1,,,,
19,Hornet Vest,CHEST,Male/Female,Gunner,1,2,3,11,57,-5,2,-3,-4,3,1,Dragon Res,2,HearProtct,3,Protection,-2,,,,,1350,Hornetaur Wing,2,Hornetaur Shell,4,Disk Stone,3,Killer Beetle,1,,,,
20,Genprey Mail,CHEST,Male/Female,Blademaster,1,2,3,22,106,2,-2,3,-2,-1,0,Paralysis,3,Spc Attack,3,Rec Speed,-3,,,,,1350,Genprey Hide,3,Genprey Scale,4,Iron Ore,3,Bullfango Pelt,2,,,,
21,Genprey Vest,CHEST,Male/Female,Gunner,1,2,3,11,57,4,0,5,0,0,0,Paralysis,3,PelletS Up,3,Spc Attack,1,Rec Speed,-1,Poison,-1,1350,Genprey Hide,3,Genprey Scale,4,Iron Ore,3,Bullfango Pelt,2,,,,
22,Steel Mail,CHEST,Male/Female,Blademaster,1,3,3,24,106,2,2,-2,0,0,0,Guard,4,Map,2,Stamina,-3,,,,,1650,Machalite Ore,12,Iron Ore,10,Rubbery Hide,2,,,Plus Class Tcket,1,Dragonite Ore,1
23,Ioprey Mail,CHEST,Male/Female,Blademaster,1,3,3,24,106,3,2,-2,1,-1,0,Poison,3,Health,4,Fatigue,1,Faint,-1,,,1650,Poison Sac,3,Ioprey Hide,2,Ioprey Scale,2,Machalite Ore,1,,,,
24,Ioprey Vest,CHEST,Male/Female,Gunner,1,3,3,12,56,4,3,0,2,0,0,Poison,3,PelletSAdd,4,Fatigue,1,Faint,-1,,,1650,Poison Sac,3,Ioprey Hide,2,Ioprey Scale,2,Machalite Ore,1,,,,
25,Kut-Ku Mail,CHEST,Male/Female,Blademaster,1,2,3,24,106,2,-2,0,-2,-1,1,Attack,2,Health,3,Fire Res,1,Defense,-1,,,1650,Kut-Ku Scale,2,Kut-Ku Shell,3,Kut-Ku Webbing,1,Sm Monster Bone,3,,,,
26,Kut-Ku Vest,CHEST,Male/Female,Gunner,1,2,3,12,56,5,1,3,-1,0,1,Attack,2,Health,3,Fire Res,1,Defense,-1,,,1650,Kut-Ku Scale,2,Kut-Ku Shell,3,Kut-Ku Webbing,1,Sm Monster Bone,3,,,,
27,Cephalos Mail,CHEST,Male/Female,Blademaster,1,2,3,28,106,-3,2,-4,2,0,1,Heat Res,4,Hunger,1,Cold Res,-2,,,,,2350,Cephalos Fin,1,Cephalos Scale,3,Machalite Ore,1,,,,,,
28,Cephalos Vest,CHEST,Male/Female,Gunner,1,2,3,16,56,-1,5,-2,3,1,1,Heat Res,4,Hunger,1,Cold Res,-2,,,,,2350,Cephalos Fin,1,Cephalos Scale,3,Machalite Ore,1,,,,,,
29,Conga Mail,CHEST,Male/Female,Blademaster,1,2,3,28,106,-3,2,2,-1,0,0,BombStrUp,2,Antiseptic,2,Hunger,-2,Gluttony,3,,,2350,Congalala Pelt,2,Conga Pelt,4,Brute Bone,2,Carpenterbug,3,,,,
30,Conga Vest,CHEST,Male/Female,Gunner,1,2,3,16,56,-1,4,4,0,1,0,NormalS Up,2,Antiseptic,2,Hunger,-2,Gluttony,3,,,2350,Congalala Pelt,2,Conga Pelt,4,Brute Bone,2,Carpenterbug,3,,,,
31,Gypceros Mail,CHEST,Male/Female,Blademaster,1,3,3,30,106,-4,1,4,1,0,1,Poison,3,ThunderRes,2,Stamina,1,Hunger,-1,,,2850,Poison Sac,1,Antiseptic Stone,1,Rubbery Hide,2,Machalite Ore,2,,,,
32,Gypceros Vest,CHEST,Male/Female,Gunner,1,3,3,16,56,-1,4,6,3,0,1,Poison,3,ThunderRes,2,Stamina,1,Hunger,-1,,,2850,Poison Sac,1,Antiseptic Stone,1,Rubbery Hide,2,Machalite Ore,2,,,,
33,Khezu Mail,CHEST,Male/Female,Blademaster,1,3,3,32,106,-3,3,4,1,0,1,Rec Speed,3,Wide Area,2,Horn,1,Faint,-1,,,3350,Flabby Hide,2,Iron Ore,8,Ioprey Hide,2,Monster Fluid,2,,,,
34,Khezu Vest,CHEST,Male/Female,Gunner,1,3,3,16,56,-1,5,6,2,0,1,Rec Speed,3,Wide Area,2,Precision,1,Faint,-1,,,3350,Flabby Hide,2,Iron Ore,8,Ioprey Hide,2,Monster Fluid,2,,,,
35,Hermitaur Mail,CHEST,Male/Female,Blademaster,1,3,3,32,106,-3,3,-4,0,1,1,Defense,2,Guard,2,Throw,1,ThunderRes,-2,,,3350,Hermitaur Shell,3,Sm Hermitaur Shl,2,Machalite Ore,1,Brute Bone,4,,,,
36,Hermitaur Vest,CHEST,Male/Female,Gunner,1,3,3,16,56,-1,5,-2,1,2,1,Defense,2,Guard Up,2,Throw,1,ThunderRes,-2,,,3350,Hermitaur Shell,3,Sm Hermitaur Shl,2,Machalite Ore,1,Brute Bone,4,,,,
37,Plesioth Mail,CHEST,Male/Female,Blademaster,1,3,3,34,106,-4,4,-4,2,0,1,Stamina,1,Heat Res,2,Cold Res,2,Paralysis,-2,,,4150,Plesioth Scale,3,Monster Fluid,1,Ioprey Hide,2,Piscine Fang,2,,,,
38,Plesioth Vest,CHEST,Male/Female,Gunner,1,3,3,17,57,-2,6,-2,3,1,1,Stamina,1,Heat Res,2,Cold Res,2,Paralysis,-2,,,4150,Plesioth Scale,3,Monster Fluid,1,Ioprey Hide,2,Piscine Fang,2,,,,
39,Lobster Mail,CHEST,Male/Female,Blademaster,1,3,3,34,106,-2,6,-6,2,-2,1,Evade,3,Fishing,1,Water Res,1,Guard,-2,,,4150,Sm Lobstershell,2,Plesioth Fin,1,Machalite Ore,2,Ice Crystal,10,,,,
40,Lobster Vest,CHEST,Male/Female,Gunner,1,3,3,17,57,0,6,-5,3,0,1,Evade,3,Fishing,1,Water Res,1,Precision,-2,,,4150,Sm Lobstershell,2,Plesioth Fin,1,Machalite Ore,2,Ice Crystal,10,,,,
41,Kut-Ku Mail D,CHEST,Male/Female,Blademaster,1,3,3,22,106,2,-2,0,-2,-1,1,Attack,2,Expert,2,ElementAtk,1,Rec Speed,-1,Health,-1,1650,Blue Kut-Ku Scl,2,Blue Kut-Ku Shl,3,Bullfango Pelt,1,Sm Monster Bone,3,,,,
42,Kut-Ku Vest D,CHEST,Male/Female,Gunner,1,3,3,10,56,5,1,3,-1,0,1,Attack,2,Expert,2,ElementAtk,1,Rec Speed,-1,Health,-1,1650,Blue Kut-Ku Scl,2,Blue Kut-Ku Shl,3,Bullfango Pelt,1,Sm Monster Bone,3,,,,
43,Gypceros Mail D,CHEST,Male/Female,Blademaster,2,3,3,28,106,-4,1,4,1,0,1,Faint,3,Wide Area,2,WindPress,1,Fate,-1,,,2850,Pur Rubbery Hide,2,Antiseptic Stone,1,Poison Sac,1,Machalite Ore,2,,,,
44,Gypceros Vest D,CHEST,Male/Female,Gunner,2,3,3,14,56,-1,4,6,3,0,1,Faint,3,Wide Area,2,WindPress,1,Fate,-1,,,2850,Pur Rubbery Hide,2,Antiseptic Stone,1,Poison Sac,1,Machalite Ore,2,,,,
45,Khezu Mail D,CHEST,Male/Female,Blademaster,2,4,3,30,106,3,-3,4,0,0,1,Recovery,2,Wide Area,3,SwdShrpner,-2,,,,,3350,Alluring Hide,2,Iron Ore,8,Ioprey Hide,2,Monster Fluid,2,,,,
46,Khezu Vest D,CHEST,Male/Female,Gunner,2,4,3,14,56,5,-1,6,1,0,1,Recovery,2,Wide Area,3,MixSucRate,-2,,,,,3350,Alluring Hide,2,Iron Ore,8,Ioprey Hide,2,Monster Fluid,2,,,,
47,Plesioth Mail D,CHEST,Male/Female,Blademaster,2,3,3,32,106,-4,4,-4,2,0,1,Hunger,3,Everlastng,2,Poison,-2,,,,,4150,Grn Plesioth Scl,2,Lg Monster Bone,1,Genprey Hide,5,Grn Plesioth Fin,2,,,,
48,Plesioth Vest D,CHEST,Male/Female,Gunner,2,3,3,15,57,-2,6,-2,3,1,1,Hunger,3,Everlastng,2,Poison,-2,,,,,4150,Grn Plesioth Scl,2,Lg Monster Bone,1,Genprey Hide,5,Grn Plesioth Fin,2,,,,
49,Basarios Mail,CHEST,Male/Female,Blademaster,2,4,4,32,106,0,2,2,1,-2,1,Terrain,2,Sleep,2,Whim,1,Defense,1,Faint,-1,3350,Basarios Shell,5,Machalite Ore,7,Poison Sac,3,Whetstone,20,,,,
50,Basarios Vest,CHEST,Male/Female,Gunner,2,4,4,16,56,2,4,4,2,0,1,Terrain,2,Sleep,2,Whim,1,Defense,1,Faint,-1,3350,Basarios Shell,5,Machalite Ore,7,Poison Sac,3,Whetstone,20,,,,
51,Monoblos Mail,CHEST,Male/Female,Blademaster,10,4,4,36,106,2,-1,-2,-1,-1,1,Attack,1,Potential,2,Health,3,Protection,-1,,,4900,Monoblos Spine,3,Blood Red Horn,2,Monoblos Shell,2,Killer Beetle,2,,,,
52,Monoblos Vest,CHEST,Male/Female,Gunner,10,4,4,18,56,4,2,0,0,0,1,Attack,1,Potential,2,Health,3,Protection,-1,,,4900,Monoblos Spine,3,Blood Red Horn,2,Monoblos Shell,2,Killer Beetle,2,,,,
53,Yian Garuga Mail,CHEST,Male/Female,Blademaster,10,4,4,36,106,2,0,2,0,0,1,Sharpness,2,Expert,2,HearProtct,1,Gathering,-2,,,4900,Garuga Scale,4,Garuga Shell,5,Garuga Wing,3,Gendrome Hide,2,,,,
54,Yian Garuga Vest,CHEST,Male/Female,Gunner,10,4,4,18,56,3,2,3,1,0,1,PierceSAdd,2,Expert,2,HearProtct,1,Gathering,-2,,,4900,Garuga Scale,4,Garuga Shell,5,Garuga Wing,3,Gendrome Hide,2,,,,
55,Blango Mail,CHEST,Male/Female,Blademaster,2,4,4,36,106,-4,2,0,3,1,1,Cold Res,1,Snow Res,2,Quake Res,2,Terrain,-2,,,4900,Blangonga Whiskr,1,Blango Pelt,3,Giaprey Hide,3,Velocidrome Hide,1,,,,
56,Blango Vest,CHEST,Male/Female,Gunner,2,4,4,18,56,-3,4,1,5,2,1,Cold Res,1,Snow Res,2,Quake Res,2,Terrain,-2,,,4900,Blangonga Whiskr,1,Blango Pelt,3,Giaprey Hide,3,Velocidrome Hide,1,,,,
57,Ceanataur Mail,CHEST,Male/Female,Blademaster,2,4,4,37,107,1,2,-1,-1,0,0,Sharpness,3,SwdShrpner,2,Artisan,1,Defense,-3,,,5200,Ceanataur Shell,2,Sm Ceanataur Shl,3,Earth Crystal,4,Killer Beetle,1,,,,
58,Ceanataur Vest,CHEST,Male/Female,Gunner,2,4,4,18,56,2,4,0,0,2,1,PierceS Up,2,Precision,2,PierceSAdd,1,Defense,-2,,,5200,Ceanataur Shell,2,Sm Ceanataur Shl,3,Earth Crystal,4,Killer Beetle,1,,,,
59,Rathian Mail,CHEST,Male/Female,Blademaster,1,6,4,38,108,2,0,-2,0,-4,1,Health,3,Poison,2,Faint,-1,PsychicVis,1,,,5350,Monster Bone+,1,Rathian Scale,2,Machalite Ore,1,Killer Beetle,2,,,,
60,Rathian Vest,CHEST,Male/Female,Gunner,1,6,4,18,58,4,2,0,2,-2,1,Health,3,Poison,2,Faint,-1,PsychicVis,1,,,5350,Monster Bone+,1,Rathian Scale,2,Machalite Ore,1,Killer Beetle,2,,,,
61,Tigrex Mail,CHEST,Male/Female,Blademaster,3,5,4,40,108,3,2,-2,3,-1,1,Cooking,2,HearProtct,1,Protection,-1,PsychicVis,3,,,5800,Tigrex Fang,2,Tigrex Claw,3,Tigrex Shell,3,Monster Bone+,1,,,,
62,Tigrex Vest,CHEST,Male/Female,Gunner,3,5,4,20,58,4,3,-1,4,0,1,Cooking,2,HearProtct,1,Protection,-1,PsychicVis,3,,,5800,Tigrex Fang,2,Tigrex Claw,3,Tigrex Shell,3,Monster Bone+,1,,,,
63,Rathalos Mail,CHEST,Male/Female,Blademaster,1,6,4,40,108,2,-1,2,-3,-4,0,Attack,4,PsychicVis,2,Paralysis,-2,Rec Speed,1,,,5800,Rathalos Webbing,3,Rathalos Shell,3,Rathalos Scale,2,Monster Bone+,2,,,,
64,Rathalos Vest,CHEST,Male/Female,Gunner,1,6,4,20,58,4,0,5,-1,-2,0,Attack,4,PsychicVis,2,Paralysis,-2,Rec Speed,1,,,5800,Rathalos Webbing,3,Rathalos Shell,3,Rathalos Scale,2,Monster Bone+,2,,,,
65,Diablo Mail,CHEST,Male/Female,Blademaster,3,5,4,40,108,3,-1,1,-2,0,1,WindPress,2,Expert,2,Health,-2,Fate,-1,,,5800,Majestic Horn,1,Diablos Spine,1,Diablos Shell,2,Machalite Ore,2,,,,
66,Diablo Vest,CHEST,Male/Female,Gunner,3,5,4,20,58,5,2,4,-1,0,1,WindPress,2,Expert,2,Health,-2,Fate,-1,,,5800,Majestic Horn,1,Diablos Spine,1,Diablos Shell,2,Machalite Ore,2,,,,
67,Gravios Mail,CHEST,Male/Female,Blademaster,3,5,4,40,108,2,-2,2,0,-2,1,Guard,2,Sleep,2,Stamina,-2,Defense,1,,,5800,Gravios Shell,5,Machalite Ore,3,Monster Bone+,3,Iodrome Hide,2,,,,
68,Gravios Vest,CHEST,Male/Female,Gunner,3,5,4,20,58,4,1,3,1,0,1,ClustS Add,2,Sleep,3,Stamina,-2,,,,,5800,Gravios Shell,5,Machalite Ore,3,Monster Bone+,3,Iodrome Hide,2,,,,
69,Diablo Mail D,CHEST,Male/Female,Blademaster,3,5,4,38,108,3,-1,1,-2,0,1,WindPress,3,Sharpness,2,Fate,-1,Defense,-1,,,5800,TwstBlkBlosHrn,1,Black Blos Spine,1,Black Blos Shell,2,Machalite Ore,2,,,,
70,Diablo Vest D,CHEST,Male/Female,Gunner,3,5,4,18,58,5,2,4,-1,0,1,WindPress,3,Reload,2,Fate,-1,Hunger,-1,,,5800,TwstBlkBlosHrn,1,Black Blos Spine,1,Black Blos Shell,2,Machalite Ore,2,,,,
71,Gravios Mail D,CHEST,Male/Female,Blademaster,3,5,4,38,108,2,-2,2,1,0,2,Guard Up,2,Defense,1,Hunger,-2,,,,,5800,Blk Gravios Shl,5,Machalite Ore,3,Monster Bone+,3,Rubbery Hide,2,,,,
72,Gravios Vest D,CHEST,Male/Female,Gunner,3,5,4,18,58,4,1,3,2,0,1,Guard Up,2,Defense,3,Hunger,-2,,,,,5800,Blk Gravios Shl,5,Machalite Ore,3,Monster Bone+,3,Rubbery Hide,2,,,,
73,Moss Breastplate,CHEST,Male/Female,Blademaster/Gunner,1,2,5,3,55,0,0,0,0,0,0,Gluttony,2,Cooking,2,Health,2,Hunger,-3,,,100,Mosswine Hide,3,Bullfango Pelt,1,Bulldrome Hide,1,Carpenterbug,1,,,,
74,Giaprey Body,CHEST,Male/Female,Blademaster/Gunner,1,2,5,16,56,0,2,2,3,-2,1,Ice Res,2,Fate,3,Fire Res,-2,,,,,700,Giadrome Hide,2,Blango Pelt,5,Giaprey Scale,5,Kut-Ku Coin,1,,,,
75,Velociprey Body,CHEST,Male/Female,Blademaster/Gunner,1,2,5,18,56,1,1,1,1,1,1,Water Res,2,Fate,3,ThunderRes,-2,,,,,900,Velocidrome Hide,2,Blango Pelt,5,Velociprey Scale,5,Congalala Coin,1,,,,
76,(dummy) Famitsu T-Shirt,CHEST,Male/Female,Blademaster/Gunner,6,5,5,20,56,2,2,2,2,2,0,Protection,5,Sleep,4,,,,,,,1150,(dummy) Famitsu Ticket,5,Pokke Ticket,2,Kut-Ku Coin,6,Blangonga Coin,3,,,,
77,Hunting Soul T-Shirt,CHEST,Male/Female,Blademaster/Gunner,3,5,5,20,56,2,2,2,2,2,1,PsychicVis,5,Fate,2,,,,,,,1150,Hunter Soul Tkt,5,Pokke Ticket,2,Fire Coin,3,Tigrex Coin,6,,,,
78,Bistro Jacket,CHEST,Male/Female,Blademaster/Gunner,1,3,5,20,56,2,2,2,2,2,0,Cooking,3,BBQ,3,Gluttony,3,,,,,1150,FlynMealPassReg,1,Hot Meat,10,Flabby Hide,3,,,,,,
79,Genprey Body,CHEST,Male/Female,Blademaster/Gunner,1,3,5,20,56,1,1,2,1,1,1,ThunderRes,2,Fate,3,Ice Res,-2,,,,,1150,Gendrome Hide,2,Conga Pelt,5,Genprey Scale,5,Khezu Coin,1,,,,
80,Black Belt Mail,CHEST,Male/Female,Blademaster/Gunner,3,5,5,20,56,2,2,2,2,2,1,Artisan,2,Capacity,2,Gluttony,1,Map,-2,,,3300,Tigrex Coin,10,Blackbelt Ticket,8,Killer Beetle,2,Blangonga Coin,10,,,,
81,Shinobi Suit (Sun),CHEST,Male/Female,Blademaster/Gunner,3,6,5,20,56,2,-6,4,-3,2,1,Evade,1,ElementAtk,2,Cold Res,-2,Throw,2,,,9800,Gaoren Spine,1,Blackbelt Ticket,3,Pokke Ticket,1,FireWyvern Fluid,5,,,,
82,Shinobi Suit (Moon),CHEST,Male/Female,Blademaster/Gunner,3,6,5,20,56,2,-6,4,-3,2,1,Hunger,2,Sneak,2,Heat Res,-2,PsychicVis,1,,,9800,Gaoren Spine,1,Blackbelt Ticket,3,Pokke Ticket,1,FireWyvern Fluid,5,,,,
83,Guild Knight Suit,CHEST,Male,Blademaster/Gunner,2,4,5,20,56,0,0,0,0,0,0,Whim,3,Fate,2,PsychicVis,2,BBQ,-2,,,9800,Commendation,1,Chaos Mushroom,4,FlynMealPassReg,1,Blangonga Coin,3,,,,
84,Maiden's Vest,CHEST,Female,Blademaster/Gunner,8,4,5,20,56,0,0,0,0,0,0,Whim,3,Fate,2,PsychicVis,2,BBQ,-2,,,9800,Commendation,1,Chaos Mushroom,4,FlynMealPassReg,1,Blangonga Coin,3,,,,
85,Guild Knight Vest,CHEST,Male,Blademaster/Gunner,1,3,5,20,56,0,0,0,0,0,0,Carving,3,PelletS Up,2,Precision,2,Fate,-2,,,9800,Commendation,1,Chaos Mushroom,4,FlynMealPassReg,1,Yian Garuga Coin,3,,,,
86,Personal Vest,CHEST,Female,Blademaster/Gunner,1,3,5,20,56,0,0,0,0,0,0,Carving,3,PelletS Up,2,Precision,2,Fate,-2,,,9800,Commendation,1,Chaos Mushroom,4,FlynMealPassReg,1,Yian Garuga Coin,3,,,,
87,Guardian Suit,CHEST,Male,Blademaster/Gunner,2,4,5,20,56,0,0,0,0,0,1,Protection,2,Gunnery,3,Fate,1,Gathering,-1,,,9800,Lightcrystal,2,Chaos Mushroom,4,Blackbelt Ticket,2,Daimyo Coin,3,,,,
88,Helper Vest,CHEST,Female,Blademaster/Gunner,8,4,5,20,56,0,0,0,0,0,1,Protection,2,Gunnery,3,Fate,1,Gathering,-1,,,9800,Lightcrystal,2,Chaos Mushroom,4,Blackbelt Ticket,2,Daimyo Coin,3,,,,
89,Guardian Vest,CHEST,Male,Blademaster/Gunner,1,3,5,20,56,0,0,0,0,0,1,Protection,2,Wide Area,3,Fate,1,Gathering,-1,,,9800,Lightcrystal,2,Chaos Mushroom,4,Blackbelt Ticket,2,Khezu Coin,3,,,,
90,Healer Vest,CHEST,Female,Blademaster/Gunner,1,3,5,20,56,0,0,0,0,0,1,Protection,2,Wide Area,3,Fate,1,Gathering,-1,,,9800,Lightcrystal,2,Chaos Mushroom,4,Blackbelt Ticket,2,Khezu Coin,3,,,,
91,Ioprey Body,CHEST,Male/Female,Blademaster/Gunner,1,3,5,22,56,2,1,1,1,1,1,Fire Res,2,Fate,3,Water Res,-2,,,,,1350,Iodrome Hide,2,Conga Pelt,5,Ioprey Scale,5,Daimyo Coin,1,,,,
92,Remobra Suit,CHEST,Male/Female,Blademaster/Gunner,2,4,5,24,58,0,-1,-1,-1,-1,0,Artisan,2,PierceS Up,2,Stamina,2,All Resist,-2,Poison,1,1650,Remobra Skin,4,FireWyvern Fluid,2,Carpenterbug,4,Dragonite Ore,2,,,,
93,MelahoaFlowerJacket,CHEST,Male/Female,Blademaster,1,2,5,20,106,0,1,1,0,0,1,Gathering,3,HiSpdGathr,2,Stamina,1,Hunger,-1,,,1150,Dosbiscus,3,Godbug,5,Ivy,3,Monster Fluid,3,,,,
94,Melahoa Stalk,CHEST,Male/Female,Gunner,1,2,5,10,56,0,2,1,0,0,1,Gathering,3,HiSpdGathr,2,Stamina,1,Hunger,-1,,,1150,Dosbiscus,3,Godbug,5,Ivy,3,Monster Fluid,3,,,,
95,Makluva Cover,CHEST,Male/Female,Blademaster,1,2,5,28,106,0,2,-2,0,0,0,Alchemy,2,MixSucRate,3,Fishing,2,Spc Attack,2,,,2350,Springnight Carp,3,Cephalos Scale,4,Burst Arrowana,10,Book of Combos 1,1,,,,
96,Makluva Scale,CHEST,Male/Female,Gunner,1,2,5,16,56,0,3,-1,0,0,0,Alchemy,2,MixSucRate,3,Fishing,2,Spc Attack,2,,,2350,Springnight Carp,3,Cephalos Scale,4,Burst Arrowana,10,Book of Combos 1,1,,,,
97,Hypno Mail,CHEST,Male/Female,Blademaster,7,10,5,32,106,-2,2,0,1,1,1,Sleep,2,Tranquilzr,3,Sneak,-2,,,,,3350,Hypno Ticket,1,OrangeHypnoPelt+,3,Hypno Claw+,2,Machalite Ore,8,,,,
98,Hypno Vest,CHEST,Male/Female,Gunner,7,10,5,16,56,0,4,2,3,2,1,SleepCAdd,2,Tranquilzr,3,Sneak,-2,,,,,3350,Hypno Ticket,1,OrangeHypnoPelt+,3,Hypno Fang,1,Machalite Ore,8,,,,
99,Obituary Petto,CHEST,Male,Blademaster,1,4,5,32,106,3,-5,3,-4,2,1,Evade,2,Spc Attack,2,Gathering,2,Cold Res,-1,,,3350,Great Hornfly,2,Hercudrome,1,Killer Beetle,4,Poison Sac,2,,,,
100,Butterfly Petto,CHEST,Female,Blademaster,1,4,5,32,106,3,-5,3,-4,2,1,Evade,2,Spc Attack,2,Gathering,2,Cold Res,-1,,,3350,Great Hornfly,2,Hercudrome,1,Killer Beetle,4,Poison Sac,2,,,,
101,Obituary Pectus,CHEST,Male,Gunner,1,4,5,16,56,4,-4,5,-3,2,1,Evade,2,Spc Attack,2,Gathering,2,Cold Res,-1,,,3350,Great Hornfly,2,Hercudrome,1,Killer Beetle,4,Poison Sac,2,,,,
102,Butterfly Pectus,CHEST,Female,Gunner,1,4,5,16,56,4,-4,5,-3,2,1,Evade,2,Spc Attack,2,Gathering,2,Cold Res,-1,,,3350,Great Hornfly,2,Hercudrome,1,Killer Beetle,4,Poison Sac,2,,,,
