id,name,armor_type,gender,hunter_type,hunter_rank,village_rank,rarity,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,num_slots,skill_1,skill_1_points,skill_2,skill_2_points,skill_3,skill_3_points,skill_4,skill_4_points,skill_5,skill_5_points,price,a_recipe_item_1,a_recipe_item_1_qty,a_recipe_item_2,a_recipe_item_2_qty,a_recipe_item_3,a_recipe_item_3_qty,a_recipe_item_4,a_recipe_item_4_qty,b_recipe_item_1,b_recipe_item_1_qty,b_recipe_item_2,b_recipe_item_2_qty
25,Kut-Ku Helm,HEAD,Male/Female,Blademaster/Gunner,1,2,3,24,106,2,-2,0,-2,-1,1,Attack,3,Health,2,Fire Res,2,Defense,-1,Water Res,-1,1650,Kut-Ku Ear,2,Kut-Ku Shell,2,Kut-Ku Webbing,1,Blango Pelt,2,,,,
26,Kut-Ku Cap,HEAD,Male/Female,Blademaster/Gunner,1,2,3,12,56,5,1,3,-1,0,1,Attack,3,Health,2,Fire Res,2,Defense,-1,Water Res,-1,1650,Kut-Ku Ear,2,Kut-Ku Shell,2,Kut-Ku Webbing,1,Blango Pelt,2,,,,
27,Cephalos Helm,HEAD,Male/Female,Blademaster/Gunner,1,2,3,28,106,-3,2,-4,2,0,1,Heat Res,4,Hunger,3,Cold Res,-2,,,,,2350,Cephalos Fin,1,Cephalos Scale,2,Machalite Ore,2,,,,,,
28,Cephalos Cap,HEAD,Male/Female,Blademaster/Gunner,1,2,3,16,56,-1,5,-2,3,1,2,Heat Res,4,Hunger,1,Cold Res,-2,,,,,2350,Cephalos Fin,1,Cephalos Scale,2,Machalite Ore,2,,,,,,
29,Conga Helm,HEAD,Male/Female,Blademaster/Gunner,1,2,3,28,106,-3,2,2,-1,0,1,BombStrUp,2,Antiseptic,2,Hunger,-2,Gluttony,3,,,2350,Vibrant Pelt,1,Congalala Pelt,2,Sharp Claw,3,Carpenterbug,2,,,,
30,Conga Cap,HEAD,Male/Female,Blademaster/Gunner,1,2,3,16,56,-1,4,4,0,1,1,NormalS Up,2,Antiseptic,2,Hunger,-2,Gluttony,3,,,2350,Vibrant Pelt,1,Congalala Pelt,2,Sharp Claw,3,Carpenterbug,2,,,,
31,Gypceros Helm,HEAD,Male/Female,Blademaster/Gunner,1,3,3,30,106,-4,1,4,1,0,1,Poison,3,ThunderRes,2,Stamina,2,Hunger,-2,,,2850,Rubbery Hide,2,Antiseptic Stone,2,Genprey Hide,5,Earth Crystal,5,,,,
32,Gypceros Cap,HEAD,Male/Female,Blademaster/Gunner,1,3,3,16,56,-1,4,6,3,0,2,Poison,3,ThunderRes,2,Stamina,1,Hunger,-1,,,2850,Rubbery Hide,2,Antiseptic Stone,2,Genprey Hide,5,Earth Crystal,5,,,,
33,Khezu Helm,HEAD,Male/Female,Blademaster/Gunner,1,3,3,32,106,-3,3,4,1,0,1,Rec Speed,4,Wide Area,2,Horn,1,Faint,-2,,,3350,Pale Bone,1,Flabby Hide,2,Earth Crystal,4,Monster Fluid,2,,,,
34,Khezu Cap,HEAD,Male/Female,Blademaster/Gunner,1,3,3,16,56,-1,5,6,2,0,2,Rec Speed,3,Wide Area,2,Precision,1,Faint,-1,,,3350,Pale Bone,1,Flabby Hide,2,Earth Crystal,4,Monster Fluid,2,,,,
35,Hermitaur Helm,HEAD,Male/Female,Blademaster/Gunner,1,3,3,32,106,-3,3,-4,0,1,1,Defense,2,Guard,2,Throw,3,ThunderRes,-2,,,3350,Hermitaur Claw,1,Hermitaur Shell,2,Machalite Ore,2,Sm Monster Bone,5,,,,
36,Hermitaur Cap,HEAD,Male/Female,Blademaster/Gunner,1,3,3,16,56,-1,5,-2,1,2,2,Defense,2,Guard Up,1,Throw,2,ThunderRes,-2,,,3350,Hermitaur Claw,1,Hermitaur Shell,2,Machalite Ore,2,Sm Monster Bone,5,,,,
37,Plesioth Helm,HEAD,Male/Female,Blademaster/Gunner,1,3,3,34,106,-4,4,-4,2,0,1,Stamina,3,Heat Res,2,Cold Res,2,Paralysis,-2,,,4150,Plesioth Scale,3,Monster Fluid,1,Cephalos Scale,3,Bomb Arrowana,3,,,,
38,Plesioth Cap,HEAD,Male/Female,Blademaster/Gunner,1,3,3,17,57,-2,6,-2,3,1,1,Stamina,3,Heat Res,2,Cold Res,2,Paralysis,-2,,,4150,Plesioth Scale,3,Monster Fluid,1,Cephalos Scale,3,Bomb Arrowana,3,,,,
39,Lobster Helm,HEAD,Male/Female,Blademaster/Gunner,1,3,3,34,106,-2,6,-6,2,-2,2,Evade,3,Fishing,1,Water Res,1,Guard,-2,,,4150,Sm Lobstershell,1,Plesioth Fin,2,Carpenterbug,3,Iron Ore,5,,,,
40,Lobster Cap,HEAD,Male/Female,Blademaster/Gunner,1,3,3,17,57,0,6,-5,3,0,1,Evade,3,Fishing,2,Water Res,2,Precision,-2,,,4150,Sm Lobstershell,1,Plesioth Fin,2,Carpenterbug,3,Iron Ore,5,,,,
41,Kut-Ku Helm D,HEAD,Male/Female,Blademaster/Gunner,1,3,3,22,106,2,-2,0,-2,-1,2,Attack,2,Expert,2,ElementAtk,1,Rec Speed,-1,Health,-1,1650,Kut-Ku Ear,2,Blue Kut-Ku Shl,2,Kut-Ku Webbing,1,Blango Pelt,2,,,,
42,Kut-Ku Cap D,HEAD,Male/Female,Blademaster/Gunner,1,3,3,10,56,5,1,3,-1,0,2,Attack,2,Expert,2,ElementAtk,1,Rec Speed,-1,Health,-1,1650,Kut-Ku Ear,2,Blue Kut-Ku Shl,2,Kut-Ku Webbing,1,Blango Pelt,2,,,,
43,Gypceros Helm D,HEAD,Male/Female,Blademaster/Gunner,2,3,3,28,106,-4,1,4,1,0,1,Faint,3,Wide Area,2,WindPress,2,Fate,-2,,,2850,Pur Rubbery Hide,2,Antiseptic Stone,2,Genprey Hide,5,Earth Crystal,5,,,,
44,Gypceros Cap D,HEAD,Male/Female,Blademaster/Gunner,2,3,3,14,56,-1,4,6,3,0,2,Faint,3,Wide Area,2,WindPress,1,Fate,-1,,,2850,Pur Rubbery Hide,2,Antiseptic Stone,2,Genprey Hide,5,Earth Crystal,5,,,,
45,Khezu Helm D,HEAD,Male/Female,Blademaster/Gunner,2,4,3,30,106,3,-3,4,0,0,1,Recovery,2,Wide Area,5,SwdShrpner,-2,,,,,3350,Pale Bone,1,Alluring Hide,2,Earth Crystal,4,Monster Fluid,2,,,,
46,Khezu Cap D,HEAD,Male/Female,Blademaster/Gunner,2,4,3,14,56,5,-1,6,1,0,2,Recovery,2,Wide Area,3,MixSucRate,-2,,,,,3350,Pale Bone,1,Alluring Hide,2,Earth Crystal,4,Monster Fluid,2,,,,
47,Plesioth Helm D,HEAD,Male/Female,Blademaster/Gunner,2,3,3,32,106,-4,4,-4,2,0,1,Hunger,3,Everlastng,2,Poison,-2,Fishing,2,,,4150,Grn Plesioth Scl,2,Monster Fluid,1,Cephalos Scale,3,Grn Plesioth Fin,1,,,,
48,Plesioth Cap D,HEAD,Male/Female,Blademaster/Gunner,2,3,3,15,57,-2,6,-2,3,1,1,Hunger,3,Everlastng,2,Poison,-2,Fishing,2,,,4150,Grn Plesioth Scl,2,Monster Fluid,1,Cephalos Scale,3,Grn Plesioth Fin,1,,,,
49,Basarios Helm,HEAD,Male/Female,Blademaster/Gunner,2,4,4,32,106,0,2,2,1,-2,1,Terrain,2,Sleep,2,Whim,2,Defense,2,Faint,-1,3350,Basarios Shell,3,Machalite Ore,5,Kut-Ku Scale,2,Knife Mackerel,10,,,,
50,Basarios Cap,HEAD,Male/Female,Blademaster/Gunner,2,4,4,16,56,2,4,4,2,0,2,Terrain,2,Sleep,2,Whim,1,Defense,1,Faint,-1,3350,Basarios Shell,3,Machalite Ore,5,Blue Kut-Ku Scl,2,Knife Mackerel,10,,,,
51,Monoblos Helm,HEAD,Male/Female,Blademaster/Gunner,10,4,4,36,106,2,-1,-2,-1,-1,1,Attack,2,Potential,2,Health,3,Protection,-2,,,4900,Monoblos Shell,2,Blood Red Horn,1,Machalite Ore,5,Ioprey Hide,5,,,,
52,Monoblos Cap,HEAD,Male/Female,Blademaster/Gunner,10,4,4,18,56,4,2,0,0,0,2,Attack,1,Potential,2,Health,3,Protection,-1,,,4900,Monoblos Shell,2,Blood Red Horn,1,Machalite Ore,5,Ioprey Hide,5,,,,
53,Yian Garuga Helm,HEAD,Male/Female,Blademaster/Gunner,10,4,4,36,106,2,0,2,0,0,2,Sharpness,1,Expert,3,HearProtct,1,Gathering,-2,,,4900,Garuga Ear,2,Sharpened Beak,2,Garuga Shell,3,Garuga Mane,2,,,,
54,Yian Garuga Cap,HEAD,Male/Female,Blademaster/Gunner,10,4,4,18,56,3,2,3,1,0,2,PierceSAdd,1,Expert,3,HearProtct,1,Gathering,-2,,,4900,Garuga Ear,2,Sharpened Beak,2,Garuga Shell,3,Garuga Mane,2,,,,
55,Blango Helm,HEAD,Male/Female,Blademaster/Gunner,1,4,4,36,106,-4,2,0,3,1,1,Cold Res,3,Snow Res,2,Quake Res,2,Terrain,-2,,,4900,Blangonga Whiskr,1,Blangonga Pelt,3,Lg Monster Bone,1,Velocidrome Hide,1,,,,
56,Blango Cap,HEAD,Male/Female,Blademaster/Gunner,1,4,4,18,56,-3,4,1,5,2,2,Cold Res,1,Snow Res,2,Quake Res,2,Terrain,-2,,,4900,Blangonga Whiskr,1,Blangonga Pelt,3,Lg Monster Bone,1,Velocidrome Hide,1,,,,
57,Ceanataur Helm,HEAD,Male/Female,Blademaster/Gunner,1,4,4,37,107,1,2,-1,-1,0,1,Sharpness,3,SwdShrpner,2,Artisan,1,Defense,-3,,,5200,Ceanataur Claw,2,Ceanataur Shell,2,Sm Ceanataur Shl,3,Killer Beetle,1,,,,
58,Ceanataur Cap,HEAD,Male/Female,Blademaster/Gunner,1,4,4,18,56,2,4,0,0,2,2,PierceS Up,2,Precision,2,PierceSAdd,1,Defense,-2,,,5200,Ceanataur Claw,2,Ceanataur Shell,2,Sm Ceanataur Shl,3,Killer Beetle,1,,,,
59,Rathian Helm,HEAD,Male/Female,Blademaster/Gunner,1,6,4,38,108,2,0,-2,0,-4,1,Health,3,Poison,2,Faint,-1,PsychicVis,3,,,5350,Rathian Scale,3,Rathian Shell,1,Machalite Ore,2,Gendrome Hide,2,,,,
60,Rathian Cap,HEAD,Male/Female,Blademaster/Gunner,1,6,4,18,58,4,2,0,2,-2,2,Health,3,Poison,2,Faint,-1,PsychicVis,1,,,5350,Rathian Scale,3,Rathian Shell,1,Machalite Ore,2,Gendrome Hide,2,,,,
61,Tigrex Helm,HEAD,Male/Female,Blademaster/Gunner,3,5,4,40,108,3,2,-2,3,-1,1,Cooking,2,HearProtct,2,Protection,-2,PsychicVis,3,,,5800,Tigrex Skull Shl,1,Tigrex Scale,3,Tigrex Shell,2,Machalite Ore,3,,,,
62,Tigrex Cap,HEAD,Male/Female,Blademaster/Gunner,3,5,4,20,58,4,3,-1,4,0,2,Cooking,2,HearProtct,1,Protection,-1,PsychicVis,3,,,5800,Tigrex Skull Shl,1,Tigrex Scale,3,Tigrex Shell,2,Machalite Ore,3,,,,
63,Rathalos Helm,HEAD,Male/Female,Blademaster/Gunner,1,6,4,40,108,2,-1,2,-3,-4,1,Attack,4,PsychicVis,2,Paralysis,-2,Rec Speed,1,,,5800,Rathalos Wing,1,Rathalos Scale,2,Dragonite Ore,2,,,,,,
64,Rathalos Cap,HEAD,Male/Female,Blademaster/Gunner,1,6,4,20,58,4,0,5,-1,-2,1,Attack,4,PsychicVis,2,Paralysis,-2,Rec Speed,1,,,5800,Rathalos Wing,1,Rathalos Scale,2,Dragonite Ore,2,,,,,,
65,Diablo Helm,HEAD,Male/Female,Blademaster/Gunner,3,5,4,40,108,3,-1,1,-2,0,1,WindPress,2,Expert,4,Health,-2,Fate,-1,,,5800,Twisted Horn,2,Diablos Shell,3,Monster Bone+,1,Dragonite Ore,2,,,,
66,Diablo Cap,HEAD,Male/Female,Blademaster/Gunner,3,5,4,20,58,5,2,4,-1,0,2,WindPress,2,Expert,2,Health,-2,Fate,-1,,,5800,Twisted Horn,2,Diablos Shell,3,Monster Bone+,1,Dragonite Ore,2,,,,
67,Gravios Helm,HEAD,Male/Female,Blademaster/Gunner,3,5,4,40,108,2,-2,2,0,-2,1,Guard,2,Sleep,4,Stamina,-2,Defense,1,,,5800,Gravios Shell,4,Gravios Skl Shl,1,Lg Monster Bone,3,Ioprey Hide,4,,,,
68,Gravios Cap,HEAD,Male/Female,Blademaster/Gunner,3,5,4,20,58,4,1,3,1,0,1,ClustS Add,4,Sleep,3,Stamina,-2,,,,,5800,Gravios Shell,4,Gravios Skl Shl,1,Lg Monster Bone,3,Ioprey Hide,4,,,,
69,Diablo Helm D,HEAD,Male/Female,Blademaster/Gunner,3,5,4,38,108,3,-1,1,-2,0,1,WindPress,3,Sharpness,2,Fate,-3,Defense,-1,,,5800,TwstBlkBlosHrn,2,Black Blos Shell,3,Monster Bone+,1,Dragonite Ore,2,,,,
70,Diablo Cap D,HEAD,Male/Female,Blademaster/Gunner,3,5,4,18,58,5,2,4,-1,0,2,WindPress,3,Reload,2,Fate,-1,Hunger,-1,,,5800,TwstBlkBlosHrn,2,Black Blos Shell,3,Monster Bone+,1,Dragonite Ore,2,,,,
71,Gravios Helm D,HEAD,Male/Female,Blademaster/Gunner,3,5,4,38,108,2,-2,2,1,0,1,Guard Up,2,Defense,5,Hunger,-2,,,,,5800,Blk Gravios Shl,4,Blk Gravios Skl,1,Lg Monster Bone,3,Killer Beetle,3,,,,
72,Gravios Cap D,HEAD,Male/Female,Blademaster/Gunner,3,5,4,18,58,4,1,3,2,0,2,Guard Up,2,Defense,3,Hunger,-2,,,,,5800,Blk Gravios Shl,4,Blk Gravios Skl,1,Lg Monster Bone,3,Killer Beetle,3,,,,
73,Chaoshroom,HEAD,Male/Female,Blademaster/Gunner,1,2,5,2,56,2,2,2,2,2,0,Spc Attack,10,PsychicVis,1,,,,,,,1150,Chaos Mushroom,5,Parashroom,10,FlynMealPassReg,2,Godbug,3,,,,
74,Mosswine Mask,HEAD,Male/Female,Blademaster/Gunner,1,2,5,3,55,0,0,0,0,0,1,Gluttony,2,Cooking,2,Health,2,Hunger,-3,,,100,Mosswine Hide,2,Bullfango Pelt,2,Carpenterbug,2,,,,,,
75,Felyne Mask,HEAD,Male/Female,Blademaster/Gunner,1,2,5,4,56,2,2,2,0,2,0,BombStrUp,10,Anti-Theft,1,,,,,,,1150,Pawprint Stamp,1,FlynMealPassReg,2,Bullfango Head,1,Unknown Skull,3,,,,
76,Bullfango Mask,HEAD,Male/Female,Blademaster/Gunner,1,2,5,6,56,0,0,2,2,1,0,Health,10,Stamina,1,,,,,,,300,Bullfango Head,1,Bulldrome Hide,2,Giant Bone,2,,,,,,
77,Giaprey Mask,HEAD,Male/Female,Blademaster/Gunner,1,2,5,16,56,0,2,2,3,-2,2,Ice Res,2,Fate,3,Fire Res,-2,,,,,700,Giadrome Skull,1,Giaprey Hide,2,Carpenterbug,2,Kut-Ku Coin,1,,,,
78,Velociprey Mask,HEAD,Male/Female,Blademaster/Gunner,1,2,5,18,56,1,1,1,1,1,2,Water Res,2,Fate,3,ThunderRes,-2,,,,,900,Velocidrome Head,1,Velociprey Hide,2,Sharp Claw,2,Congalala Coin,1,,,,
79,Red Piercing,HEAD,Male/Female,Blademaster/Gunner,1,3,5,20,54,5,0,0,0,0,2,Fire Res,4,Expert,3,,,,,,,1150,Lightcrystal,2,Flame Sac,1,Ioprey Scale,10,Killer Beetle,2,,,,
80,Blue Piercing,HEAD,Male/Female,Blademaster/Gunner,1,3,5,20,54,0,5,0,0,0,2,Water Res,4,Everlastng,3,,,,,,,1150,Lightcrystal,2,Plesioth Scale,3,Machalite Ore,3,Monster Fluid,3,,,,
81,Yellow Piercing,HEAD,Male/Female,Blademaster/Gunner,1,3,5,20,54,0,0,5,0,0,2,ThunderRes,4,Stamina,3,,,,,,,1150,Lightcrystal,2,Electro Sac,1,Antiseptic Stone,8,Power Juice,5,,,,
82,Black Piercing,HEAD,Male/Female,Blademaster/Gunner,1,3,5,20,54,0,0,0,0,5,2,Dragon Res,3,Sharpness,2,Reload,2,,,,,1150,Lightcrystal,2,Black Pearl,1,Basarios Wing,1,Hornetaur Wing,15,,,,
83,White Piercing,HEAD,Male/Female,Blademaster/Gunner,3,4,5,20,54,0,0,0,5,0,2,Ice Res,4,Rec Speed,3,,,,,,,1150,Pokke Ticket,1,Ice Crystal,10,Blango Pelt,5,Lifecrystals,5,,,,
84,Comrade Piercing,HEAD,Male/Female,Blademaster/Gunner,7,7,5,20,44,0,0,0,0,0,0,ComrdGuide,15,,,,,,,,,1150,Commendation G,8,Felyne Fur Ruby,2,Emperor Cricket,10,FlynMealPassPlus,10,Comrade Ticket,8,,
85,Garuga Mask,HEAD,Male/Female,Blademaster/Gunner,8,4,5,20,106,2,2,2,2,2,1,HearProtct,6,Protection,-3,,,,,,,1150,Sharpened Beak,2,Garuga Ear,2,Garuga Mane,4,Firestone,1,,,,
86,Bistro Cap,HEAD,Male/Female,Blademaster/Gunner,1,3,5,20,56,2,2,2,2,2,0,Cooking,5,BBQ,2,Gluttony,4,,,,,1150,FlynMealPassReg,1,Gourmet Fish,10,Flabby Hide,5,,,,,,
87,Genprey Mask,HEAD,Male/Female,Blademaster/Gunner,1,3,5,20,56,1,1,2,1,1,2,ThunderRes,2,Fate,3,Ice Res,-2,,,,,1150,Gendrome Skull,1,Genprey Hide,2,Wyvern Fang,10,Khezu Coin,1,,,,
88,Black Belt Helm,HEAD,Male/Female,Blademaster/Gunner,8,4,5,20,56,2,2,2,2,2,0,Torso Inc,,,,,,,,,,3300,Yian Garuga Coin,12,Blackbelt Ticket,8,Killer Beetle,2,Shogun Coin,8,,,,
89,Shinobi Mask (Sun),HEAD,Male/Female,Blademaster/Gunner,3,6,5,20,56,2,-6,4,-3,2,1,Evade,3,ElementAtk,2,Cold Res,-2,Throw,2,,,9800,Gaoren Spine,1,Blackbelt Ticket,3,Pokke Ticket,1,Rathalos Scale,5,,,,
90,Shinobi Mask (Moon),HEAD,Male/Female,Blademaster/Gunner,3,6,5,20,56,2,-6,4,-3,2,1,Hunger,3,Sneak,2,Heat Res,-2,PsychicVis,2,,,9800,Gaoren Spine,1,Blackbelt Ticket,3,Pokke Ticket,1,Rathalos Scale,5,,,,
91,Guild Knight Feather,HEAD,Male,Blademaster/Gunner,3,5,5,20,56,0,0,0,0,0,1,Whim,3,Fate,2,PsychicVis,2,BBQ,-2,,,9800,Commendation,1,Dosbiscus,4,FlynMealPassReg,1,Tigrex Coin,3,,,,
92,Maiden's Hat,HEAD,Female,Blademaster/Gunner,3,5,5,20,56,0,0,0,0,0,1,Whim,3,Fate,2,PsychicVis,2,BBQ,-2,,,9800,Commendation,1,Dosbiscus,4,FlynMealPassReg,1,Tigrex Coin,3,,,,
93,Guild Knight Mask,HEAD,Male,Blademaster/Gunner,1,3,5,20,56,0,0,0,0,0,1,Carving,3,PelletS Up,2,Precision,2,Fate,-2,,,9800,Commendation,1,Dosbiscus,4,FlynMealPassReg,1,Diablos Coin,3,,,,
94,Designer Glasses,HEAD,Female,Blademaster/Gunner,1,3,5,20,56,0,0,0,0,0,1,Carving,3,PelletS Up,2,Precision,2,Fate,-2,,,9800,Commendation,1,Dosbiscus,4,FlynMealPassReg,1,Diablos Coin,3,,,,
95,Guardian Helm,HEAD,Male,Blademaster/Gunner,3,5,5,20,56,0,0,0,0,0,2,Protection,2,Gunnery,3,Fate,1,Gathering,-1,,,9800,Lightcrystal,2,Dosbiscus,4,Blackbelt Ticket,2,Congalala Coin,3,,,,
96,Helper Hood,HEAD,Female,Blademaster/Gunner,3,5,5,20,56,0,0,0,0,0,2,Protection,2,Gunnery,3,Fate,1,Gathering,-1,,,9800,Lightcrystal,2,Dosbiscus,4,Blackbelt Ticket,2,Congalala Coin,3,,,,
97,Guardian Mask,HEAD,Male,Blademaster/Gunner,1,3,5,20,56,0,0,0,0,0,1,Protection,2,Wide Area,3,Fate,2,Gathering,-2,,,9800,Lightcrystal,2,Dosbiscus,4,Blackbelt Ticket,2,Kut-Ku Coin,3,,,,
98,Healer Glasses,HEAD,Female,Blademaster/Gunner,1,3,5,20,56,0,0,0,0,0,1,Protection,2,Wide Area,3,Fate,2,Gathering,-2,,,9800,Lightcrystal,2,Dosbiscus,4,Blackbelt Ticket,2,Kut-Ku Coin,3,,,,
99,Ioprey Mask,HEAD,Male/Female,Blademaster/Gunner,1,3,5,22,56,2,1,1,1,1,2,Fire Res,2,Fate,3,Water Res,-2,,,,,1350,Iodrome Skull,1,Ioprey Hide,2,Wyvern Fang,10,Daimyo Coin,1,,,,
